name,creditScore,income,loanAmount,monthDuration,p1,p2,approval,rate,yearlyReimbursement
John Doe,619,224510,1320234,12,130,5776,0,0,0
John Doe,695,164837,994877,27,935,2075,0,0.085,94910.64293
John Doe,788,160946,993093,28,793,9564,0,0.085,93447.70082
John Doe,695,42804,1477880,16,576,813,0,0,0
John Doe,739,227301,1557536,2,313,3832,0,0,0
John Doe,516,71828,1710054,14,231,5020,0,0,0
John Doe,493,168718,230784,5,417,6131,1,0.059,56694.5774
John Doe,484,137699,924461,19,752,5054,0,0.08,96469.38254
John Doe,795,102972,1006424,30,435,7886,0,0,0
John Doe,778,288556,1605798,25,891,8161,0,0,0
John Doe,357,61977,168433,9,234,741,0,0.063,26435.96981
John Doe,308,205857,574757,6,114,7358,0,0.059,124224.3258
John Doe,605,152786,832506,19,853,8752,0,0.08,87050.34596
John Doe,848,173873,1194506,8,819,9311,0,0,0
John Doe,509,203844,327942,1,168,1800,0,0.055,797915.8776
John Doe,306,175622,1208160,18,57,4808,0,0,0
John Doe,781,138716,1163558,16,493,9407,0,0,0
John Doe,434,290108,1722647,5,345,1082,0,0,0
John Doe,452,4270,804898,11,529,1503,0,0.063,108047.8584
John Doe,378,177787,1665512,16,968,8068,0,0,0
John Doe,504,167137,84047,16,354,6955,1,0.067,8784.731784
John Doe,366,256667,385443,29,398,3815,1,0.085,35859.4059
John Doe,625,257584,1293004,9,685,76,0,0,0
John Doe,439,148692,891816,4,399,4969,0,0.055,263727.649
John Doe,464,218041,1870979,23,9,2068,0,0,0
John Doe,532,69035,199546,25,956,8407,1,0.08,18600.86643
John Doe,358,71479,48054,8,943,4457,1,0.059,7875.051077
John Doe,461,163641,1247509,22,500,9077,0,0,0
John Doe,317,37564,283999,18,563,4008,0,0.08,30071.6904
John Doe,839,142273,495569,5,234,614,0,0.059,121741.867
John Doe,820,249733,242064,24,540,3808,1,0.08,22850.46024
John Doe,741,195228,398787,26,886,156,1,0.085,38281.24919
John Doe,729,79531,1232446,4,628,4083,0,0,0
John Doe,353,106772,1048961,14,278,4547,0,0,0
John Doe,513,104155,1386705,0,906,8604,0,0,0
John Doe,515,242634,122853,22,346,218,1,0.08,11986.99138
John Doe,353,215183,1589307,24,672,8593,0,0,0
John Doe,412,93277,361864,1,386,4291,0,0.055,1460744.571
John Doe,436,100024,671194,6,889,3132,0,0.059,136275.441
John Doe,763,120045,826865,26,901,2707,0,0.085,79159.73655
John Doe,441,129396,1306801,2,790,1785,0,0,0
John Doe,447,94128,540222,5,46,2657,0,0.059,125026.8423
John Doe,720,83757,1163298,15,975,9319,0,0,0
John Doe,675,125056,479730,6,15,6242,0,0.059,109461.582
John Doe,676,286441,310589,25,828,7786,1,0.08,29081.24193
John Doe,406,278148,1579565,9,618,5261,0,0,0
John Doe,568,1587,863156,27,478,380,0,0.085,82273.74386
John Doe,614,31266,1993798,9,102,3083,0,0,0
John Doe,351,78688,1909353,14,547,8816,0,0,0
John Doe,820,267817,679516,22,857,4754,1,0.08,66205.31236
John Doe,534,93698,578102,6,556,125,0,0.059,124947.2929
John Doe,586,263229,1868897,2,243,890,0,0,0
John Doe,365,167698,653772,24,904,4892,0,0.08,61568.76242
John Doe,448,259094,1451221,30,217,5302,0,0,0
John Doe,463,139614,1502719,11,642,8854,0,0,0
John Doe,770,216532,1124035,12,312,7248,0,0,0
John Doe,637,88705,713685,12,664,2852,0,0.063,86536.95359
John Doe,705,176695,1563542,20,184,6968,0,0,0
John Doe,487,137522,1241847,27,265,4456,0,0,0
John Doe,832,180961,1192491,23,69,6263,0,0,0
John Doe,756,216797,914484,13,361,7766,0,0.067,110605.7641
John Doe,611,10626,1492988,28,335,8451,0,0,0
John Doe,680,22813,1805294,21,525,544,0,0,0
John Doe,431,210571,543902,13,686,7135,0,0.067,63035.51309
John Doe,326,185930,583563,24,31,6047,0,0.08,55153.60491
John Doe,751,173451,1599003,24,615,2780,0,0,0
John Doe,791,169277,831517,8,681,1062,0,0.059,133944.1693
John Doe,343,160955,322359,17,456,3825,1,0.067,32071.4366
John Doe,398,110443,304900,17,992,3660,1,0.067,30334.44395
John Doe,748,152037,1740371,6,721,8715,0,0,0
John Doe,627,70219,1963552,19,963,7390,0,0,0
John Doe,733,81055,1252385,22,827,6779,0,0,0
John Doe,406,82817,1564630,12,418,6812,0,0,0
John Doe,389,202422,1080138,11,141,4032,0,0,0
John Doe,834,166169,1903976,23,510,5831,0,0,0
John Doe,843,204623,1465097,15,515,1772,0,0,0
John Doe,344,11230,1092712,19,75,9884,0,0,0
John Doe,570,51986,1595588,7,704,8893,0,0,0
John Doe,762,70959,216732,13,37,642,1,0.067,25981.80785
John Doe,582,134735,1734711,19,982,8842,0,0,0
John Doe,472,115758,1465583,6,58,2437,0,0,0
John Doe,849,129249,1116464,4,504,5062,0,0,0
John Doe,781,148573,1422120,13,997,2449,0,0,0
John Doe,398,153761,890967,5,131,8461,0,0.059,209208.1292
John Doe,638,123136,1231932,29,788,4321,0,0,0
John Doe,829,38403,458743,26,141,318,0,0.085,43996.65339
John Doe,651,9532,1347311,20,213,6384,0,0,0
John Doe,514,120768,1885914,28,444,8570,0,0,0
John Doe,317,186564,1458515,27,486,2203,0,0,0
John Doe,802,233082,402936,20,475,7835,1,0.08,40512.59749
John Doe,647,127479,1048239,20,129,1176,0,0,0
John Doe,601,138532,143910,2,213,4763,0,0.055,112185.4367
John Doe,845,209317,1165189,30,441,3282,0,0,0
John Doe,644,221914,1885013,25,813,5747,0,0,0
John Doe,681,124191,1909731,16,116,2808,0,0,0
John Doe,400,283220,411576,1,70,2952,0,0.055,423940.3254
John Doe,463,268779,1628100,4,154,7295,0,0,0
John Doe,328,257027,824696,23,820,8289,0,0.08,78824.67994
John Doe,602,34452,759283,20,773,4280,0,0.08,76211.36699
John Doe,377,291215,349815,9,724,498,1,0.063,52483.51592
John Doe,597,121024,977238,6,856,4784,0,0.059,216908.5826
John Doe,398,215988,1510009,7,637,6278,0,0,0
John Doe,550,140996,1995869,11,556,8417,0,0,0
John Doe,642,89682,572929,19,740,2492,0,0.08,59786.30453
John Doe,647,115165,1899335,24,956,2514,0,0,0
John Doe,471,287536,1388601,1,577,3411,0,0,0
John Doe,354,64183,838710,16,319,9503,0,0.067,88498.1527
John Doe,670,240181,1740240,3,214,7988,0,0,0
John Doe,650,61484,579342,26,599,1294,0,0.085,55613.48657
John Doe,553,212003,1485521,5,993,5214,0,0,0
John Doe,425,101134,1841939,8,904,6052,0,0,0
John Doe,642,137957,1643499,11,734,196,0,0,0
John Doe,437,77673,273493,11,296,5025,0,0.063,36497.60365
John Doe,587,208463,473731,26,329,4658,1,0.085,45687.71859
John Doe,558,134709,1799609,21,215,4594,0,0,0
John Doe,421,173529,1008788,29,234,5293,0,0,0
John Doe,676,283554,104227,12,576,5109,1,0.063,12762.14265
John Doe,611,42451,667827,21,96,853,0,0.08,65748.47296
John Doe,344,174062,81512,7,838,9926,1,0.059,14242.4244
John Doe,621,217765,1944489,21,952,7251,0,0,0
John Doe,731,226246,802000,2,347,5888,0,0.055,589754.7368
John Doe,828,250459,893041,27,555,9116,1,0.085,84977.71679
John Doe,514,245383,293789,3,785,4511,0,0.055,134449.4549
John Doe,678,236854,1617292,28,955,6113,0,0,0
John Doe,632,294993,191300,8,483,8209,1,0.059,31350.09096
John Doe,384,140470,300749,17,848,1274,1,0.067,29683.03014
John Doe,724,224069,949338,13,636,7206,0,0.067,113309.987
John Doe,302,79433,1826091,13,550,7525,0,0,0
John Doe,666,127762,227915,23,447,7606,1,0.08,21812.50141
John Doe,714,131441,758370,26,474,7791,0,0.085,73001.21333
John Doe,324,287668,1561514,2,370,3330,0,0,0
John Doe,809,204587,669040,26,491,1728,1,0.085,64223.97661
John Doe,534,120168,341811,10,299,5552,0,0.063,46720.45161
John Doe,371,278908,1435647,7,865,9450,0,0,0
John Doe,400,272824,240670,22,29,8604,1,0.08,23622.36351
John Doe,789,236510,1461895,24,664,6327,0,0,0
John Doe,538,221464,724694,9,508,4386,0,0.063,114640.0486
John Doe,823,58808,1640974,10,680,9198,0,0,0
John Doe,404,38833,1476573,22,365,2795,0,0,0
John Doe,648,239376,466181,26,11,7865,1,0.085,44550.86586
John Doe,812,242030,23645,30,649,1660,1,0.085,2192.608612
John Doe,379,147127,830546,14,644,4651,0,0.067,95106.42
John Doe,824,75494,330756,11,253,3835,0,0.063,42431.63295
John Doe,698,204260,823608,20,859,3137,0,0.08,82808.43458
John Doe,569,102192,661937,23,167,9710,0,0.08,63773.28514
John Doe,502,39134,19782,17,491,103,1,0.067,1968.107479
John Doe,734,143640,1741381,7,903,2872,0,0,0
John Doe,520,28940,1368542,20,465,8182,0,0,0
John Doe,569,223190,1705443,2,107,2357,0,0,0
John Doe,625,198755,570568,20,876,5890,1,0.08,58397.17324
John Doe,449,3007,1059210,11,854,8704,0,0,0
John Doe,848,51001,1703252,8,593,4817,0,0,0
John Doe,352,197747,1827798,15,476,6824,0,0,0
John Doe,557,16021,509560,3,121,6749,0,0.055,241290.8944
John Doe,730,164078,286784,18,390,4205,1,0.08,30111.03376
John Doe,581,264865,1071009,18,597,5682,0,0,0
John Doe,549,279907,1499725,26,913,1096,0,0,0
John Doe,316,78570,1151871,4,246,6239,0,0,0
John Doe,335,98041,1783935,7,652,3915,0,0,0
John Doe,583,114224,150037,6,915,7080,1,0.059,33760.81516
John Doe,640,201724,37748,8,201,7114,1,0.059,6240.65495
John Doe,780,131824,1861166,28,197,1331,0,0,0
John Doe,739,52247,1431270,27,667,6066,0,0,0
John Doe,522,2796,1916685,15,49,7783,0,0,0
John Doe,756,257840,1594713,15,115,732,0,0,0
John Doe,420,111740,271272,8,44,7780,0,0.059,42971.83983
John Doe,316,247312,409285,6,314,1516,0,0.059,93387.91319
John Doe,307,108458,189093,21,292,8516,1,0.08,18947.84008
John Doe,478,298133,559378,19,784,7526,1,0.08,58138.6035
John Doe,461,183952,1226094,7,419,5546,0,0,0
John Doe,819,76454,854264,30,192,3549,0,0.085,79115.32279
John Doe,775,18459,362999,9,714,3478,0,0.063,55265.28815
John Doe,339,133371,1154533,14,174,5044,0,0,0
John Doe,414,13613,63750,18,413,5147,0,0.08,6794.536846
John Doe,433,287748,1693168,7,225,1215,0,0,0
John Doe,737,126829,189252,21,310,6683,1,0.08,18632.11581
John Doe,419,189136,282927,11,447,6096,1,0.063,35908.13723
John Doe,813,121447,677477,12,251,1899,0,0.063,82954.11089
John Doe,827,5601,938196,4,44,9162,0,0.055,315903.6009
John Doe,504,148994,1217952,22,801,385,0,0,0
John Doe,397,239342,867500,5,606,5546,0,0.059,200770.7677
John Doe,385,153255,30009,18,6,1768,1,0.08,3212.668415
John Doe,447,139121,1637753,24,245,6420,0,0,0
John Doe,536,113266,1747063,26,624,9696,0,0,0
John Doe,704,12233,1067232,27,886,2156,0,0,0
John Doe,686,202539,479760,30,897,9475,1,0.085,44348.44326
John Doe,496,231950,534034,7,639,6442,0,0.059,102372.9959
John Doe,400,284028,1763701,2,217,1139,0,0,0
John Doe,561,89025,822143,26,724,8907,0,0.085,78568.58712
John Doe,739,278952,1396296,9,757,8979,0,0,0
John Doe,327,130705,1268496,11,899,2711,0,0,0
John Doe,682,157314,1454232,16,4,7453,0,0,0
John Doe,471,108227,1190770,22,220,8837,0,0,0
John Doe,721,108888,99208,8,753,7556,1,0.059,16258.12767
John Doe,521,87339,1704963,30,59,3479,0,0,0
John Doe,325,45954,1384651,18,292,7854,0,0,0
John Doe,726,147154,1890698,30,871,8207,0,0,0
John Doe,739,288867,1148653,26,565,1017,0,0,0
John Doe,837,264568,1606151,17,418,7271,0,0,0
John Doe,485,138492,415668,20,508,3936,1,0.08,42543.28354
John Doe,338,276286,337502,6,563,2598,0,0.059,70214.18709
John Doe,441,287208,447451,17,891,6097,1,0.067,45134.68466
John Doe,836,82922,502906,20,571,6272,0,0.08,51006.39617
John Doe,658,73871,817253,25,24,7421,0,0.08,75852.34301
John Doe,715,171857,1299713,2,474,2938,0,0,0
John Doe,482,205062,483796,14,368,969,1,0.067,54968.18342
John Doe,792,233040,136465,5,698,535,1,0.059,32519.81527
John Doe,472,22165,885335,29,570,6992,0,0.085,82880.28827
John Doe,413,127442,47183,12,595,399,1,0.063,5666.527963
John Doe,411,163991,1350245,17,990,8721,0,0,0
John Doe,686,177524,1332564,27,232,3389,0,0,0
John Doe,412,100622,1638703,12,194,2829,0,0,0
John Doe,725,126298,1567495,26,871,3790,0,0,0
John Doe,673,184087,918813,8,312,1887,0,0.059,151901.9523
John Doe,300,282962,1582240,22,133,1,0,0,0
John Doe,622,83878,1887082,24,478,7493,0,0,0
John Doe,748,122841,59846,10,963,7754,1,0.063,8441.975316
John Doe,841,254008,733646,23,369,9431,1,0.08,69942.27494
John Doe,804,54673,957671,9,246,5419,0,0.063,139681.8517
John Doe,697,187404,1111705,16,75,239,0,0,0
John Doe,556,133877,488049,1,548,3153,0,0.055,665735.5301
John Doe,681,272335,1801854,19,244,1022,0,0,0
John Doe,756,94280,282450,24,150,3806,1,0.08,26506.94242
John Doe,666,114098,187646,21,202,1467,1,0.08,18740.36616
John Doe,404,258095,1484134,17,913,3214,0,0,0
John Doe,781,258321,519773,23,825,9306,1,0.08,50009.05795
John Doe,465,263402,704147,3,752,6887,0,0.055,311830.2935
John Doe,825,155390,2510,20,265,4759,1,0.08,253.6757482
John Doe,751,225803,341222,16,208,3630,1,0.067,35554.53434
John Doe,497,289371,1466016,17,264,5383,0,0,0
John Doe,756,115569,1983104,12,736,4018,0,0,0
John Doe,526,30329,1489022,1,15,288,0,0,0
John Doe,785,30033,219173,30,101,7672,0,0.085,20272.65824
John Doe,557,22485,724356,29,194,38,0,0.085,67810.30242
John Doe,468,152890,1914840,13,144,4238,0,0,0
John Doe,310,128820,1489408,29,534,4696,0,0,0
John Doe,633,104867,1008730,23,976,426,0,0,0
John Doe,774,297442,768600,23,338,2118,1,0.08,73463.00819
John Doe,409,274063,1344537,5,793,9341,0,0,0
John Doe,767,198541,1207374,2,610,4137,0,0,0
John Doe,325,97210,559674,19,718,5342,0,0.08,58054.3437
John Doe,333,100651,1748254,7,381,7367,0,0,0
John Doe,669,6019,210537,12,709,1771,0,0.063,25907.68116
John Doe,372,79010,1778862,13,442,1892,0,0,0
John Doe,472,124258,175755,8,29,7872,1,0.059,28802.5888
John Doe,774,90353,257938,15,716,7738,1,0.067,27665.82836
John Doe,845,52763,1969819,18,596,3341,0,0,0
John Doe,848,140879,705683,29,674,3906,0,0.085,65830.88163
John Doe,754,120479,1413945,30,653,5482,0,0,0
John Doe,468,246286,1355128,19,641,4931,0,0,0
John Doe,653,151940,611947,25,485,4844,0,0.08,56857.83003
John Doe,343,233744,1546467,25,598,5538,0,0,0
John Doe,312,255233,297800,29,614,1192,1,0.085,27724.16582
John Doe,794,109940,709961,14,400,9960,0,0.067,78291.50664
John Doe,664,102214,258973,14,816,6388,1,0.067,29655.18455
John Doe,803,81592,1347322,2,790,9629,0,0,0
John Doe,772,244968,64514,10,10,1699,1,0.063,9220.730221
John Doe,664,225184,1327463,13,101,3581,0,0,0
John Doe,703,112698,77322,27,686,795,1,0.085,7315.474866
John Doe,438,91483,1819930,25,385,9277,0,0,0
John Doe,755,192476,512492,22,856,6750,1,0.08,50378.58199
John Doe,360,273315,1276715,25,948,7920,0,0,0
John Doe,611,229521,893679,10,891,4406,0,0.063,122152.5535
John Doe,590,258144,1237735,8,70,4824,0,0,0
John Doe,360,259780,901034,29,203,3769,0,0.085,84112.62886
John Doe,572,221503,1293114,6,642,663,0,0,0
John Doe,365,14028,510423,4,431,8366,0,0.055,171866.5009
John Doe,530,154867,421251,9,843,8866,0,0.063,62304.53392
John Doe,711,220978,176016,16,549,3215,1,0.067,18228.38609
John Doe,690,169107,1988996,25,975,9403,0,0,0
John Doe,341,82176,257171,19,686,7461,1,0.08,26419.98272
John Doe,811,199460,21417,30,604,4931,1,0.085,1987.285638
John Doe,645,146758,1055169,1,848,7747,0,0,0
John Doe,763,282510,1714584,23,991,4909,0,0,0
John Doe,844,265371,1793507,23,776,1918,0,0,0
John Doe,611,72939,1585302,27,766,2569,0,0,0
John Doe,430,143261,1203878,22,614,4806,0,0,0
John Doe,787,255890,1855304,23,620,1735,0,0,0
John Doe,475,219292,593987,12,528,2889,0,0.063,72731.12366
John Doe,393,248254,1601382,24,367,2632,0,0,0
John Doe,818,104627,1367147,7,21,9440,0,0,0
John Doe,403,122744,533198,24,589,5077,0,0.08,50704.21981
John Doe,556,89208,900026,20,824,5569,0,0.08,91283.62502
John Doe,545,156565,1871972,4,100,3757,0,0,0
John Doe,713,240774,895665,25,660,7960,1,0.08,83768.86818
John Doe,346,171011,299291,10,86,6169,1,0.063,41947.03521
John Doe,704,137803,214288,16,92,5041,1,0.067,21864.30334
John Doe,727,179397,1148298,4,220,1488,0,0,0
John Doe,398,9851,1613661,3,766,87,0,0,0
John Doe,732,83301,460378,8,568,393,0,0.059,77488.10668
John Doe,803,54777,1641724,3,488,5126,0,0,0
John Doe,685,106495,1989094,9,687,153,0,0,0
John Doe,837,218293,1423509,1,142,9190,0,0,0
John Doe,750,233003,177907,9,644,1113,1,0.063,26313.08345
John Doe,809,96219,1547408,9,915,4957,0,0,0
John Doe,584,41278,1266487,17,773,5216,0,0,0
John Doe,377,150530,1426812,15,786,9968,0,0,0
John Doe,491,216944,408195,23,206,7297,1,0.08,38866.00544
John Doe,713,46261,104830,17,215,2765,1,0.067,10486.45946
John Doe,675,268506,643318,28,992,6541,1,0.085,60816.2887
John Doe,648,255147,663937,19,876,8927,1,0.08,68869.4254
John Doe,572,295817,1122414,14,813,512,0,0,0
John Doe,569,153514,1349350,20,618,1823,0,0,0
John Doe,370,22109,683971,5,62,821,0,0.059,179261.0464
John Doe,783,44668,833784,20,432,6916,0,0.08,85023.55572
John Doe,373,244735,1051399,28,805,8300,0,0,0
John Doe,340,70517,1330007,26,846,156,0,0,0
John Doe,493,5108,1036121,16,539,6228,0,0,0
John Doe,314,262112,1552783,11,841,8522,0,0,0
John Doe,781,88039,444468,28,685,1841,0,0.085,41855.1187
John Doe,762,115717,1868884,4,774,9817,0,0,0
John Doe,304,118128,1333754,10,618,3782,0,0,0
John Doe,610,29137,846926,15,853,3588,0,0.067,90238.87323
John Doe,742,204907,1013099,21,568,2335,0,0,0
John Doe,683,284430,1290786,7,782,8941,0,0,0
John Doe,761,148235,1122160,2,867,1588,0,0,0
John Doe,698,117774,1642869,2,207,7556,0,0,0
John Doe,394,145328,1349445,12,787,9638,0,0,0
John Doe,412,257800,276960,17,855,2652,1,0.067,27629.50504
John Doe,383,155654,193526,7,820,5602,1,0.059,33814.40064
John Doe,652,180667,1033940,30,857,9133,0,0,0
John Doe,591,189658,666288,30,632,300,0,0.085,61667.59589
John Doe,562,296966,725128,2,388,4756,0,0.055,691020.26
John Doe,628,72400,1247125,5,952,7530,0,0,0
John Doe,314,133224,1044123,29,211,5392,0,0,0
John Doe,791,119254,699218,4,703,6168,0,0.055,235436.395
John Doe,437,63418,164113,11,166,5452,1,0.063,21773.69563
John Doe,726,193946,750979,13,626,329,0,0.067,88117.85391
John Doe,620,205185,1497865,10,875,7390,0,0,0
John Doe,413,40588,1043407,21,247,1959,0,0,0
John Doe,824,276008,1874840,30,476,7918,0,0,0
John Doe,415,102748,1282310,1,493,8231,0,0,0
John Doe,368,168883,1425840,2,972,7142,0,0,0
John Doe,819,20757,1066548,8,582,6139,0,0,0
John Doe,356,100101,1410547,10,406,6136,0,0,0
John Doe,528,210820,1461917,3,289,9720,0,0,0
John Doe,710,106839,1196526,23,108,1354,0,0,0
John Doe,758,248477,1846118,19,185,8808,0,0,0
John Doe,679,165046,1687501,21,817,905,0,0,0
John Doe,446,247475,1873070,4,963,7952,0,0,0
John Doe,354,102305,1260757,26,765,4767,0,0,0
John Doe,633,131414,323295,9,440,362,0,0.063,48859.02086
John Doe,662,222467,1233589,16,984,2891,0,0,0
John Doe,561,147979,1068358,17,596,1110,0,0,0
John Doe,362,23036,1031159,1,300,54,0,0,0
John Doe,491,278100,1047496,13,604,4549,0,0,0
John Doe,792,289798,1535613,12,440,5969,0,0,0
John Doe,797,119052,918352,30,562,3746,0,0.085,85269.33149
John Doe,393,220772,990641,20,807,3637,0,0.08,100835.3372
John Doe,495,190735,504627,16,897,4719,1,0.067,53077.30203
John Doe,555,271030,1717195,7,204,1396,0,0,0
John Doe,568,267998,1143800,24,832,3786,0,0,0
John Doe,825,86807,633887,22,480,1740,0,0.08,61323.08333
John Doe,561,213794,1078805,19,630,3830,0,0,0
John Doe,385,109858,7641,5,950,542,1,0.059,1794.18465
John Doe,794,183719,898502,16,766,3847,0,0.067,92490.82344
John Doe,758,187520,293069,12,792,5672,1,0.063,36063.67627
John Doe,693,42671,191419,18,320,2517,0,0.08,20585.85212
John Doe,618,209188,1628205,3,345,1028,0,0,0
John Doe,607,49939,732859,23,298,5943,0,0.08,70510.75796
John Doe,677,52846,283728,17,827,2277,0,0.067,28865.62686
John Doe,532,296465,1093067,17,817,3186,0,0,0
John Doe,506,45419,1825645,15,7,2267,0,0,0
John Doe,526,53701,1168523,29,54,9452,0,0,0
John Doe,746,105424,129098,7,621,7317,1,0.059,25024.49103
John Doe,598,99556,1153029,1,996,2880,0,0,0
John Doe,400,15966,824023,16,292,630,0,0.067,85861.26934
John Doe,722,225525,452440,7,440,4787,0,0.059,85787.61902
John Doe,534,298540,1880841,5,334,3864,0,0,0
John Doe,546,197763,1297587,21,59,8694,0,0,0
John Doe,450,284177,444188,12,863,3969,1,0.063,53859.44267
John Doe,733,111584,1833967,8,418,5468,0,0,0
John Doe,818,76952,751500,14,382,2924,0,0.067,85384.31454
John Doe,555,56673,492632,27,390,8779,0,0.085,46608.17121
John Doe,761,27097,56419,1,226,1525,0,0.055,227747.8499
John Doe,579,32843,1921658,3,373,7754,0,0,0
John Doe,345,186324,1408678,9,889,4896,0,0,0
John Doe,651,252093,1847650,13,720,5663,0,0,0
John Doe,846,148480,385200,20,127,6550,1,0.08,38930.63674
John Doe,847,231328,326670,12,771,3119,1,0.063,40814.45866
John Doe,538,134247,1353261,7,140,9459,0,0,0
John Doe,510,65653,37315,4,659,6139,1,0.055,10611.94279
John Doe,679,92003,1476134,22,474,6257,0,0,0
John Doe,301,139522,887673,20,521,5855,0,0.08,89249.75419
John Doe,810,48678,1813749,26,425,7419,0,0,0
John Doe,544,42197,1293553,21,524,8289,0,0,0
John Doe,694,177800,1863498,9,364,7402,0,0,0
John Doe,631,235353,297491,28,273,2691,1,0.085,28123.41415
John Doe,361,88136,1536023,7,791,2120,0,0,0
John Doe,428,249909,1215099,2,541,8879,0,0,0
John Doe,846,189283,1642982,12,972,7331,0,0,0
John Doe,587,162339,914637,1,30,2706,0,0.055,942113.9896
John Doe,303,232113,1732663,25,37,5327,0,0,0
John Doe,717,8996,73173,24,587,2613,0,0.08,6899.192616
John Doe,479,156612,757638,22,474,7586,0,0.08,73924.12211
John Doe,527,202152,943261,4,854,4367,0,0.055,325244.5482
John Doe,626,119911,1278159,29,39,1313,0,0,0
John Doe,533,220308,161096,15,846,3587,1,0.067,17515.80564
John Doe,713,118255,1346124,22,120,1761,0,0,0
John Doe,309,185212,1002941,25,653,8536,0,0,0
John Doe,770,11458,1996163,25,493,6911,0,0,0
John Doe,656,131392,1042251,5,997,4102,0,0,0
John Doe,563,192757,1480792,6,150,212,0,0,0
John Doe,352,13896,1385126,4,889,6831,0,0,0
John Doe,578,14706,582174,7,420,2885,0,0.059,106929.1403
John Doe,664,24286,294975,2,483,7549,0,0.055,261613.0476
John Doe,504,159149,1039226,30,466,1014,0,0,0
John Doe,395,152521,1005944,30,595,4083,0,0,0
John Doe,478,160776,339810,3,38,3123,0,0.055,137293.1513
John Doe,301,296743,1534590,11,682,2966,0,0,0
John Doe,670,26357,806342,12,930,9277,0,0.063,96839.10499
John Doe,567,8472,1215460,22,71,6762,0,0,0
John Doe,399,110298,481108,26,805,1083,0,0.085,46017.89075
John Doe,336,136603,111929,24,945,2593,1,0.08,10630.55364
John Doe,634,169527,1195153,12,249,9041,0,0,0
John Doe,386,89725,1211378,29,769,818,0,0,0
John Doe,604,142258,1251031,22,24,2401,0,0,0
John Doe,664,157701,1944342,5,120,8636,0,0,0
John Doe,388,224381,1202865,12,681,3549,0,0,0
John Doe,511,175409,830557,20,427,363,0,0.08,84388.50523
John Doe,552,210154,1583645,9,819,9850,0,0,0
John Doe,732,274946,429332,7,298,1969,1,0.059,78049.40927
John Doe,413,59503,1384923,29,75,3927,0,0,0
John Doe,577,278219,954613,27,218,4297,0,0.085,90913.56706
John Doe,484,149388,382202,3,897,8986,0,0.055,163981.681
John Doe,781,246137,322577,11,188,579,1,0.063,40940.38103
John Doe,723,290916,733214,30,238,8667,1,0.085,67819.47064
John Doe,842,210151,1666265,16,744,3390,0,0,0
John Doe,581,284566,837593,23,777,4669,1,0.08,80696.58777
John Doe,589,198592,1831272,10,43,9180,0,0,0
John Doe,849,163341,385580,7,229,3272,0,0.059,70820.30098
John Doe,815,286384,1630967,15,797,4822,0,0,0
John Doe,537,15747,1459459,23,676,5501,0,0,0
John Doe,343,189829,980328,13,686,3824,0,0.067,118569.5184
John Doe,301,198239,1072365,22,651,6933,0,0,0
John Doe,480,116127,953772,30,474,9172,0,0.085,88616.0644
John Doe,762,258689,1691447,18,865,1146,0,0,0
John Doe,681,23308,1553146,1,795,731,0,0,0
John Doe,520,100020,121693,6,646,3285,1,0.059,24132.77958
John Doe,350,33786,1974254,25,699,6453,0,0,0
John Doe,633,275745,116928,21,824,1791,1,0.08,11511.72002
John Doe,505,152641,1590284,10,761,9871,0,0,0
John Doe,846,218761,1698731,19,713,5089,0,0,0
John Doe,493,219071,112712,16,319,3143,1,0.067,11893.03071
John Doe,763,161316,1333704,23,828,8847,0,0,0
John Doe,335,60724,1548508,16,872,2260,0,0,0
John Doe,592,190323,745158,11,237,2815,0,0.063,98863.85291
John Doe,512,140478,1968755,25,584,301,0,0,0
John Doe,512,238644,1586047,9,103,3363,0,0,0
John Doe,410,293875,1779337,12,147,8496,0,0,0
John Doe,379,12920,813627,13,274,1440,0,0.067,95468.80156
John Doe,559,133039,398793,26,257,360,1,0.085,38110.89137
John Doe,631,183216,1189626,18,248,4177,0,0,0
John Doe,408,265353,1980353,10,394,6177,0,0,0
John Doe,522,273055,657989,25,427,7783,0,0.08,61070.44859
John Doe,611,88354,261797,21,53,9351,1,0.08,25894.51465
John Doe,772,12173,1669694,9,599,4460,0,0,0
John Doe,343,17524,704155,14,448,9149,0,0.067,79093.43972
John Doe,612,103103,43565,15,714,153,1,0.067,4770.046003
John Doe,714,192591,1923131,12,475,2861,0,0,0
John Doe,749,268869,1355138,3,539,8766,0,0,0
John Doe,840,47487,879028,8,65,2993,0,0.059,139245.6664
John Doe,812,137944,1782797,16,822,6201,0,0,0
John Doe,638,296516,444131,15,298,4543,1,0.067,47636.45533
John Doe,307,287085,930776,5,351,1163,0,0.059,257061.6938
John Doe,522,57098,1601976,1,698,9725,0,0,0
John Doe,649,238680,480078,21,575,5183,1,0.08,47789.09992
John Doe,348,240573,660470,11,207,8386,0,0.063,88139.63166
John Doe,844,140416,147545,5,275,2560,1,0.059,37412.79806
John Doe,322,185142,1208961,7,844,8114,0,0,0
John Doe,677,167820,885631,18,165,2789,0,0.08,92987.28291
John Doe,349,187591,65300,2,874,7184,1,0.055,50904.79479
John Doe,519,68958,524996,7,715,1700,0,0.059,95440.42296
John Doe,669,16756,1808809,12,488,8864,0,0,0
John Doe,437,32217,111760,24,107,1224,1,0.08,10588.33643
John Doe,836,35970,563482,12,328,2191,0,0.063,69339.41301
John Doe,478,127660,452763,13,966,2507,0,0.067,54040.36251
