name,creditScore,income,loanAmount,monthDuration,approval,rate,yearlyReimbursement,loanAmountOnIncome,yearlyReimbursementOnIncome
John Doe,357,61977,168433,9, false,0.063,26435.96981,2.717669458,0.426544844
John Doe,308,205857,574757,6, false,0.059,124224.3258,2.792020675,0.603449607
John Doe,605,152786,832506,19, false,0.08,87050.34596,5.448836935,0.56975342
John Doe,848,173873,1194506,8, false,0,0,6.869991316,0
John Doe,509,203844,327942,1, false,0.055,797915.8776,1.608789074,3.914345665
John Doe,306,175622,1208160,18, false,0,0,6.879320358,0
John Doe,781,138716,1163558,16, false,0,0,8.388059056,0
John Doe,434,290108,1722647,5, false,0,0,5.937950694,0
John Doe,452,4270,804898,11, false,0.063,108047.8584,188.5007026,25.30394809
John Doe,378,177787,1665512,16, false,0,0,9.368019034,0
John Doe,504,167137,84047,16, true,0.067,8784.731784,0.502862921,0.052560066
John Doe,366,256667,385443,29, true,0.085,35859.4059,1.501724024,0.13971179
John Doe,625,257584,1293004,9, false,0,0,5.019737251,0
John Doe,439,148692,891816,4, false,0.055,263727.649,5.997740295,1.77365056
John Doe,464,218041,1870979,23, false,0,0,8.580858646,0
John Doe,532,69035,199546,25, true,0.08,18600.86643,2.890504816,0.269441101
John Doe,358,71479,48054,8, true,0.059,7875.051077,0.672281369,0.110172933
John Doe,461,163641,1247509,22, false,0,0,7.623450113,0
John Doe,317,37564,283999,18, false,0.08,30071.6904,7.560403578,0.80054548
John Doe,839,142273,495569,5, false,0.059,121741.867,3.483225911,0.855691993
John Doe,820,249733,242064,24, true,0.08,22850.46024,0.969291203,0.091499562
John Doe,741,195228,398787,26, true,0.085,38281.24919,2.042673182,0.19608483
John Doe,729,79531,1232446,4, false,0,0,15.49642278,0
John Doe,353,106772,1048961,14, false,0,0,9.824307871,0
John Doe,513,104155,1386705,0, false,0,0,13.31385915,0
John Doe,515,242634,122853,22, true,0.08,11986.99138,0.506330523,0.049403593
John Doe,353,215183,1589307,24, false,0,0,7.38583903,0
John Doe,412,93277,361864,1, false,0.055,1460744.571,3.879455814,15.66028679
John Doe,436,100024,671194,6, false,0.059,136275.441,6.710329521,1.362427427
John Doe,763,120045,826865,26, false,0.085,79159.73655,6.887958682,0.65941719
John Doe,441,129396,1306801,2, false,0,0,10.099238,0
John Doe,447,94128,540222,5, false,0.059,125026.8423,5.739227435,1.32826409
John Doe,720,83757,1163298,15, false,0,0,13.8889645,0
John Doe,675,125056,479730,6, false,0.059,109461.582,3.836121418,0.875300521
John Doe,676,286441,310589,25, true,0.08,29081.24193,1.084303574,0.101526115
John Doe,406,278148,1579565,9, false,0,0,5.678865208,0
John Doe,568,1587,863156,27, false,0.085,82273.74386,543.8916194,51.84230867
John Doe,614,31266,1993798,9, false,0,0,63.76888633,0
John Doe,351,78688,1909353,14, false,0,0,24.26485614,0
John Doe,820,267817,679516,22, true,0.08,66205.31236,2.537239981,0.247203547
John Doe,534,93698,578102,6, false,0.059,124947.2929,6.16984354,1.333510778
John Doe,586,263229,1868897,2, false,0,0,7.09989021,0
John Doe,365,167698,653772,24, false,0.08,61568.76242,3.898508032,0.367140708
John Doe,448,259094,1451221,30, false,0,0,5.601137039,0
John Doe,463,139614,1502719,11, false,0,0,10.76338333,0
John Doe,770,216532,1124035,12, false,0,0,5.191080302,0
John Doe,637,88705,713685,12, false,0.063,86536.95359,8.045600586,0.975558915
John Doe,705,176695,1563542,20, false,0,0,8.848818586,0
John Doe,487,137522,1241847,27, false,0,0,9.030169718,0
John Doe,832,180961,1192491,23, false,0,0,6.589767961,0
John Doe,756,216797,914484,13, false,0.067,110605.7641,4.218158,0.510181248
John Doe,611,10626,1492988,28, false,0,0,140.5032938,0
John Doe,680,22813,1805294,21, false,0,0,79.13444089,0
John Doe,431,210571,543902,13, false,0.067,63035.51309,2.582986261,0.299355149
John Doe,326,185930,583563,24, false,0.08,55153.60491,3.138616684,0.296636395
John Doe,751,173451,1599003,24, false,0,0,9.218759188,0
John Doe,791,169277,831517,8, false,0.059,133944.1693,4.912167631,0.791272112
John Doe,343,160955,322359,17, true,0.067,32071.4366,2.0027896,0.199257163
John Doe,398,110443,304900,17, true,0.067,30334.44395,2.76070009,0.274661535
John Doe,748,152037,1740371,6, false,0,0,11.44702276,0
John Doe,627,70219,1963552,19, false,0,0,27.96325781,0
John Doe,733,81055,1252385,22, false,0,0,15.45105175,0
John Doe,406,82817,1564630,12, false,0,0,18.89261867,0
John Doe,389,202422,1080138,11, false,0,0,5.33607019,0
John Doe,834,166169,1903976,23, false,0,0,11.4580698,0
John Doe,843,204623,1465097,15, false,0,0,7.159982016,0
John Doe,344,11230,1092712,19, false,0,0,97.30293856,0
John Doe,570,51986,1595588,7, false,0,0,30.69264802,0
John Doe,762,70959,216732,13, true,0.067,25981.80785,3.054327147,0.366152396
John Doe,582,134735,1734711,19, false,0,0,12.87498423,0
John Doe,472,115758,1465583,6, false,0,0,12.66074915,0
John Doe,849,129249,1116464,4, false,0,0,8.638086175,0
John Doe,781,148573,1422120,13, false,0,0,9.571860298,0
John Doe,398,153761,890967,5, false,0.059,209208.1292,5.794492752,1.360605935
John Doe,638,123136,1231932,29, false,0,0,10.00464527,0
John Doe,829,38403,458743,26, false,0.085,43996.65339,11.94549905,1.145656678
John Doe,651,9532,1347311,20, false,0,0,141.3460974,0
John Doe,514,120768,1885914,28, false,0,0,15.61600755,0
John Doe,317,186564,1458515,27, false,0,0,7.817772989,0
John Doe,802,233082,402936,20, true,0.08,40512.59749,1.728730661,0.173812639
John Doe,647,127479,1048239,20, false,0,0,8.222836703,0
John Doe,601,138532,143910,2, false,0.055,112185.4367,1.038821355,0.809816048
John Doe,845,209317,1165189,30, false,0,0,5.566623829,0
John Doe,644,221914,1885013,25, false,0,0,8.49434015,0
John Doe,681,124191,1909731,16, false,0,0,15.37737034,0
John Doe,400,283220,411576,1, false,0.055,423940.3254,1.453202457,1.496858715
John Doe,463,268779,1628100,4, false,0,0,6.057392877,0
John Doe,328,257027,824696,23, false,0.08,78824.67994,3.208596762,0.306678598
John Doe,602,34452,759283,20, false,0.08,76211.36699,22.03886567,2.212102838
John Doe,377,291215,349815,9, true,0.063,52483.51592,1.201225898,0.180222571
John Doe,597,121024,977238,6, false,0.059,216908.5826,8.074745505,1.792277421
John Doe,398,215988,1510009,7, false,0,0,6.991170806,0
John Doe,550,140996,1995869,11, false,0,0,14.15550087,0
John Doe,642,89682,572929,19, false,0.08,59786.30453,6.388450302,0.666647761
John Doe,647,115165,1899335,24, false,0,0,16.49229367,0
John Doe,471,287536,1388601,1, false,0,0,4.829311808,0
John Doe,354,64183,838710,16, false,0.067,88498.1527,13.06747893,1.378841012
John Doe,670,240181,1740240,3, false,0,0,7.245535659,0
John Doe,650,61484,579342,26, false,0.085,55613.48657,9.422646542,0.904519657
John Doe,553,212003,1485521,5, false,0,0,7.007075372,0
John Doe,425,101134,1841939,8, false,0,0,18.21285621,0
John Doe,642,137957,1643499,11, false,0,0,11.9131251,0
John Doe,437,77673,273493,11, false,0.063,36497.60365,3.521081972,0.46988791
John Doe,587,208463,473731,26, true,0.085,45687.71859,2.272494399,0.219164641
John Doe,558,134709,1799609,21, false,0,0,13.35923361,0
John Doe,421,173529,1008788,29, false,0,0,5.813368371,0
John Doe,676,283554,104227,12, true,0.063,12762.14265,0.367573725,0.045007803
John Doe,611,42451,667827,21, false,0.08,65748.47296,15.73171421,1.548808578
John Doe,344,174062,81512,7, true,0.059,14242.4244,0.468292907,0.081823858
John Doe,621,217765,1944489,21, false,0,0,8.929299933,0
John Doe,731,226246,802000,2, false,0.055,589754.7368,3.544814052,2.606696856
John Doe,828,250459,893041,27, true,0.085,84977.71679,3.565617526,0.339287934
John Doe,514,245383,293789,3, false,0.055,134449.4549,1.197267129,0.547916746
John Doe,678,236854,1617292,28, false,0,0,6.828223294,0
John Doe,632,294993,191300,8, true,0.059,31350.09096,0.648489964,0.106274017
John Doe,384,140470,300749,17, true,0.067,29683.03014,2.141019435,0.211312239
John Doe,724,224069,949338,13, false,0.067,113309.987,4.236810982,0.505692385
John Doe,302,79433,1826091,13, false,0,0,22.98907255,0
John Doe,666,127762,227915,23, true,0.08,21812.50141,1.783902882,0.170727614
John Doe,714,131441,758370,26, false,0.085,73001.21333,5.769660913,0.555391494
John Doe,324,287668,1561514,2, false,0,0,5.428181098,0
John Doe,809,204587,669040,26, true,0.085,64223.97661,3.270198009,0.313920125
John Doe,534,120168,341811,10, false,0.063,46720.45161,2.84444278,0.388792787
John Doe,371,278908,1435647,7, false,0,0,5.147385518,0
John Doe,400,272824,240670,22, true,0.08,23622.36351,0.8821438,0.086584624
John Doe,789,236510,1461895,24, false,0,0,6.181112849,0
John Doe,538,221464,724694,9, false,0.063,114640.0486,3.272288047,0.517646429
John Doe,823,58808,1640974,10, false,0,0,27.90392464,0
John Doe,404,38833,1476573,22, false,0,0,38.02366544,0
John Doe,648,239376,466181,26, true,0.085,44550.86586,1.947484292,0.1861125
John Doe,812,242030,23645,30, true,0.085,2192.608612,0.097694501,0.009059243
John Doe,379,147127,830546,14, false,0.067,95106.42,5.645095734,0.646423974
John Doe,824,75494,330756,11, false,0.063,42431.63295,4.381222349,0.56205305
John Doe,698,204260,823608,20, false,0.08,82808.43458,4.032155096,0.405407004
John Doe,569,102192,661937,23, false,0.08,63773.28514,6.477385705,0.624053597
John Doe,502,39134,19782,17, true,0.067,1968.107479,0.505493944,0.050291498
John Doe,734,143640,1741381,7, false,0,0,12.12323169,0
John Doe,520,28940,1368542,20, false,0,0,47.28894264,0
John Doe,569,223190,1705443,2, false,0,0,7.641216004,0
John Doe,625,198755,570568,20, true,0.08,58397.17324,2.870710171,0.293814864
John Doe,449,3007,1059210,11, false,0,0,352.2480878,0
John Doe,848,51001,1703252,8, false,0,0,33.39644321,0
John Doe,352,197747,1827798,15, false,0,0,9.243113676,0
John Doe,557,16021,509560,3, false,0.055,241290.8944,31.80575495,15.06091345
John Doe,730,164078,286784,18, true,0.08,30111.03376,1.747851632,0.183516582
John Doe,581,264865,1071009,18, false,0,0,4.043603345,0
John Doe,549,279907,1499725,26, false,0,0,5.357940316,0
John Doe,316,78570,1151871,4, false,0,0,14.66044292,0
John Doe,335,98041,1783935,7, false,0,0,18.19580584,0
John Doe,583,114224,150037,6, true,0.059,33760.81516,1.313533058,0.295566739
John Doe,640,201724,37748,8, true,0.059,6240.65495,0.187126966,0.030936601
John Doe,780,131824,1861166,28, false,0,0,14.11856718,0
John Doe,739,52247,1431270,27, false,0,0,27.39430015,0
John Doe,522,2796,1916685,15, false,0,0,685.5096567,0
John Doe,756,257840,1594713,15, false,0,0,6.184893733,0
John Doe,420,111740,271272,8, false,0.059,42971.83983,2.427707177,0.384569893
John Doe,316,247312,409285,6, false,0.059,93387.91319,1.654933849,0.377611734
John Doe,307,108458,189093,21, true,0.08,18947.84008,1.743467517,0.174702097
John Doe,478,298133,559378,19, true,0.08,58138.6035,1.876269987,0.195008951
John Doe,461,183952,1226094,7, false,0,0,6.66529312,0
John Doe,819,76454,854264,30, false,0.085,79115.32279,11.17356842,1.034809464
John Doe,775,18459,362999,9, false,0.063,55265.28815,19.66514979,2.993948109
John Doe,339,133371,1154533,14, false,0,0,8.656552024,0
John Doe,414,13613,63750,18, false,0.08,6794.536846,4.68302358,0.499121196
John Doe,433,287748,1693168,7, false,0,0,5.884204234,0
John Doe,737,126829,189252,21, true,0.08,18632.11581,1.492182387,0.146907378
John Doe,419,189136,282927,11, true,0.063,35908.13723,1.495891845,0.18985353
John Doe,813,121447,677477,12, false,0.063,82954.11089,5.578375752,0.683047839
John Doe,827,5601,938196,4, false,0.055,315903.6009,167.5050884,56.40128564
John Doe,504,148994,1217952,22, false,0,0,8.174503671,0
John Doe,397,239342,867500,5, false,0.059,200770.7677,3.624520561,0.838844698
John Doe,385,153255,30009,18, true,0.08,3212.668415,0.195810903,0.020962895
John Doe,447,139121,1637753,24, false,0,0,11.77214799,0
John Doe,536,113266,1747063,26, false,0,0,15.42442569,0
John Doe,704,12233,1067232,27, false,0,0,87.24205019,0
John Doe,686,202539,479760,30, true,0.085,44348.44326,2.368728986,0.218962488
John Doe,496,231950,534034,7, false,0.059,102372.9959,2.302366889,0.441358033
John Doe,400,284028,1763701,2, false,0,0,6.209602574,0
John Doe,561,89025,822143,26, false,0.085,78568.58712,9.234967706,0.882545208
John Doe,739,278952,1396296,9, false,0,0,5.005506324,0
John Doe,327,130705,1268496,11, false,0,0,9.705030412,0
John Doe,682,157314,1454232,16, false,0,0,9.244135932,0
John Doe,471,108227,1190770,22, false,0,0,11.00252248,0
John Doe,721,108888,99208,8, true,0.059,16258.12767,0.911101315,0.149310555
John Doe,521,87339,1704963,30, false,0,0,19.52121046,0
John Doe,325,45954,1384651,18, false,0,0,30.13123994,0
John Doe,726,147154,1890698,30, false,0,0,12.8484309,0
John Doe,739,288867,1148653,26, false,0,0,3.976407828,0
John Doe,837,264568,1606151,17, false,0,0,6.070843791,0
John Doe,485,138492,415668,20, true,0.08,42543.28354,3.001386362,0.307189466
John Doe,338,276286,337502,6, false,0.059,70214.18709,1.221567506,0.254135885
John Doe,441,287208,447451,17, true,0.067,45134.68466,1.557933623,0.157149817
John Doe,836,82922,502906,20, false,0.08,51006.39617,6.064807892,0.615112952
John Doe,658,73871,817253,25, false,0.08,75852.34301,11.06324539,1.026821662
John Doe,715,171857,1299713,2, false,0,0,7.562758573,0
John Doe,482,205062,483796,14, true,0.067,54968.18342,2.359266953,0.268056409
John Doe,792,233040,136465,5, true,0.059,32519.81527,0.585586165,0.139546066
John Doe,472,22165,885335,29, false,0.085,82880.28827,39.94292804,3.739241519
John Doe,413,127442,47183,12, true,0.063,5666.527963,0.370231164,0.044463583
John Doe,411,163991,1350245,17, false,0,0,8.233653066,0
John Doe,686,177524,1332564,27, false,0,0,7.506387869,0
John Doe,412,100622,1638703,12, false,0,0,16.28573274,0
John Doe,725,126298,1567495,26, false,0,0,12.41108331,0
John Doe,673,184087,918813,8, false,0.059,151901.9523,4.991188949,0.82516393
John Doe,300,282962,1582240,22, false,0,0,5.591704893,0
John Doe,622,83878,1887082,24, false,0,0,22.49793748,0
John Doe,748,122841,59846,10, true,0.063,8441.975316,0.487182618,0.068722782
John Doe,841,254008,733646,23, true,0.08,69942.27494,2.888279109,0.275354615
John Doe,804,54673,957671,9, false,0.063,139681.8517,17.51634262,2.554859833
John Doe,697,187404,1111705,16, false,0,0,5.932130584,0
John Doe,556,133877,488049,1, false,0.055,665735.5301,3.645502962,4.972740128
John Doe,681,272335,1801854,19, false,0,0,6.616314466,0
John Doe,756,94280,282450,24, true,0.08,26506.94242,2.995863386,0.281151277
John Doe,666,114098,187646,21, true,0.08,18740.36616,1.644603762,0.164247981
John Doe,404,258095,1484134,17, false,0,0,5.750339991,0
John Doe,781,258321,519773,23, true,0.08,50009.05795,2.012120579,0.193592693
John Doe,465,263402,704147,3, false,0.055,311830.2935,2.673278867,1.18385697
John Doe,825,155390,2510,20, true,0.08,253.6757482,0.016152906,0.00163251
John Doe,751,225803,341222,16, true,0.067,35554.53434,1.511149099,0.157458202
John Doe,497,289371,1466016,17, false,0,0,5.066216034,0
John Doe,756,115569,1983104,12, false,0,0,17.15948048,0
John Doe,526,30329,1489022,1, false,0,0,49.09565103,0
John Doe,785,30033,219173,30, false,0.085,20272.65824,7.297739154,0.675012761
John Doe,557,22485,724356,29, false,0.085,67810.30242,32.21507672,3.015801753
John Doe,468,152890,1914840,13, false,0,0,12.52429852,0
John Doe,310,128820,1489408,29, false,0,0,11.56193138,0
John Doe,633,104867,1008730,23, false,0,0,9.619136621,0
John Doe,774,297442,768600,23, true,0.08,73463.00819,2.58403319,0.246982633
John Doe,409,274063,1344537,5, false,0,0,4.905941335,0
John Doe,767,198541,1207374,2, false,0,0,6.081232592,0
John Doe,325,97210,559674,19, false,0.08,58054.3437,5.757370641,0.59720547
John Doe,333,100651,1748254,7, false,0,0,17.36946478,0
John Doe,669,6019,210537,12, false,0.063,25907.68116,34.97873401,4.304316525
John Doe,372,79010,1778862,13, false,0,0,22.51439058,0
John Doe,472,124258,175755,8, true,0.059,28802.5888,1.414436093,0.231796655
John Doe,774,90353,257938,15, true,0.067,27665.82836,2.854780694,0.30619712
John Doe,845,52763,1969819,18, false,0,0,37.33333965,0
John Doe,848,140879,705683,29, false,0.085,65830.88163,5.009142598,0.46728669
John Doe,754,120479,1413945,30, false,0,0,11.73602869,0
John Doe,468,246286,1355128,19, false,0,0,5.502253478,0
John Doe,653,151940,611947,25, false,0.08,56857.83003,4.02755693,0.374212387
John Doe,343,233744,1546467,25, false,0,0,6.616071429,0
John Doe,312,255233,297800,29, true,0.085,27724.16582,1.166777023,0.108622967
John Doe,794,109940,709961,14, false,0.067,78291.50664,6.457713298,0.712129404
John Doe,664,102214,258973,14, true,0.067,29655.18455,2.533635314,0.290128403
John Doe,803,81592,1347322,2, false,0,0,16.51291793,0
John Doe,772,244968,64514,10, true,0.063,9220.730221,0.263356847,0.03764055
John Doe,664,225184,1327463,13, false,0,0,5.895014743,0
John Doe,703,112698,77322,27, true,0.085,7315.474866,0.686099132,0.064912198
John Doe,438,91483,1819930,25, false,0,0,19.89364144,0
John Doe,755,192476,512492,22, true,0.08,50378.58199,2.662628068,0.261739552
John Doe,360,273315,1276715,25, false,0,0,4.67122185,0
John Doe,611,229521,893679,10, false,0.063,122152.5535,3.89366986,0.532206437
John Doe,590,258144,1237735,8, false,0,0,4.794746343,0
John Doe,360,259780,901034,29, false,0.085,84112.62886,3.468450227,0.323784082
John Doe,572,221503,1293114,6, false,0,0,5.837907387,0
John Doe,365,14028,510423,4, false,0.055,171866.5009,36.38601369,12.25167528
John Doe,530,154867,421251,9, false,0.063,62304.53392,2.720082393,0.402309943
John Doe,711,220978,176016,16, true,0.067,18228.38609,0.796531781,0.082489597
John Doe,690,169107,1988996,25, false,0,0,11.76176031,0
John Doe,341,82176,257171,19, true,0.08,26419.98272,3.1295147,0.321504852
John Doe,811,199460,21417,30, true,0.085,1987.285638,0.107374912,0.009963329
John Doe,645,146758,1055169,1, false,0,0,7.189856771,0
John Doe,763,282510,1714584,23, false,0,0,6.069109058,0
John Doe,844,265371,1793507,23, false,0,0,6.758489059,0
John Doe,611,72939,1585302,27, false,0,0,21.73462757,0
John Doe,430,143261,1203878,22, false,0,0,8.403389618,0
John Doe,787,255890,1855304,23, false,0,0,7.250396655,0
John Doe,475,219292,593987,12, false,0.063,72731.12366,2.708657863,0.33166337
John Doe,393,248254,1601382,24, false,0,0,6.450578843,0
John Doe,818,104627,1367147,7, false,0,0,13.06686611,0
John Doe,403,122744,533198,24, false,0.08,50704.21981,4.343984227,0.413089192
John Doe,556,89208,900026,20, false,0.08,91283.62502,10.08907273,1.023267252
John Doe,545,156565,1871972,4, false,0,0,11.95651646,0
John Doe,713,240774,895665,25, true,0.08,83768.86818,3.719940691,0.347914925
John Doe,346,171011,299291,10, true,0.063,41947.03521,1.750127185,0.245288521
John Doe,704,137803,214288,16, true,0.067,21864.30334,1.555031458,0.158663479
John Doe,727,179397,1148298,4, false,0,0,6.400876269,0
John Doe,398,9851,1613661,3, false,0,0,163.8068216,0
John Doe,732,83301,460378,8, false,0.059,77488.10668,5.526680352,0.930218205
John Doe,803,54777,1641724,3, false,0,0,29.97104624,0
John Doe,685,106495,1989094,9, false,0,0,18.67781586,0
John Doe,837,218293,1423509,1, false,0,0,6.52109321,0
John Doe,750,233003,177907,9, true,0.063,26313.08345,0.763539525,0.112930235
John Doe,809,96219,1547408,9, false,0,0,16.08214594,0
John Doe,584,41278,1266487,17, false,0,0,30.68188866,0
John Doe,377,150530,1426812,15, false,0,0,9.478588986,0
John Doe,491,216944,408195,23, true,0.08,38866.00544,1.881568515,0.179152249
John Doe,713,46261,104830,17, true,0.067,10486.45946,2.266055641,0.226680345
John Doe,675,268506,643318,28, true,0.085,60816.2887,2.395916665,0.226498807
John Doe,648,255147,663937,19, true,0.08,68869.4254,2.602174433,0.269920577
John Doe,572,295817,1122414,14, false,0,0,3.79428498,0
John Doe,569,153514,1349350,20, false,0,0,8.789752075,0
John Doe,370,22109,683971,5, false,0.059,179261.0464,30.93631553,8.10805764
John Doe,783,44668,833784,20, false,0.08,85023.55572,18.66624877,1.903455622
John Doe,373,244735,1051399,28, false,0,0,4.296071261,0
John Doe,340,70517,1330007,26, false,0,0,18.86079952,0
John Doe,493,5108,1036121,16, false,0,0,202.8427956,0
John Doe,314,262112,1552783,11, false,0,0,5.924120223,0
John Doe,781,88039,444468,28, false,0.085,41855.1187,5.048535308,0.475415653
John Doe,762,115717,1868884,4, false,0,0,16.15047054,0
John Doe,304,118128,1333754,10, false,0,0,11.2907524,0
John Doe,610,29137,846926,15, false,0.067,90238.87323,29.06702818,3.097054372
John Doe,742,204907,1013099,21, false,0,0,4.944189315,0
John Doe,683,284430,1290786,7, false,0,0,4.538149984,0
John Doe,761,148235,1122160,2, false,0,0,7.570142004,0
John Doe,698,117774,1642869,2, false,0,0,13.94933517,0
John Doe,394,145328,1349445,12, false,0,0,9.285512771,0
John Doe,412,257800,276960,17, true,0.067,27629.50504,1.074321179,0.107174186
John Doe,383,155654,193526,7, true,0.059,33814.40064,1.243308877,0.217240807
John Doe,652,180667,1033940,30, false,0,0,5.72290457,0
John Doe,591,189658,666288,30, false,0.085,61667.59589,3.513102532,0.325151567
John Doe,562,296966,725128,2, false,0.055,691020.26,2.441787949,2.326933925
John Doe,628,72400,1247125,5, false,0,0,17.22548343,0
John Doe,314,133224,1044123,29, false,0,0,7.837349126,0
John Doe,791,119254,699218,4, false,0.055,235436.395,5.863266641,1.97424317
John Doe,437,63418,164113,11, true,0.063,21773.69563,2.587798417,0.343336208
John Doe,726,193946,750979,13, false,0.067,88117.85391,3.872103575,0.454342208
John Doe,620,205185,1497865,10, false,0,0,7.300070668,0
John Doe,413,40588,1043407,21, false,0,0,25.70727801,0
John Doe,824,276008,1874840,30, false,0,0,6.792701661,0
John Doe,415,102748,1282310,1, false,0,0,12.4801456,0
John Doe,368,168883,1425840,2, false,0,0,8.44276807,0
John Doe,819,20757,1066548,8, false,0,0,51.38256974,0
John Doe,356,100101,1410547,10, false,0,0,14.09123785,0
John Doe,528,210820,1461917,3, false,0,0,6.934432217,0
John Doe,710,106839,1196526,23, false,0,0,11.19933732,0
John Doe,758,248477,1846118,19, false,0,0,7.429733939,0
John Doe,679,165046,1687501,21, false,0,0,10.22442834,0
John Doe,446,247475,1873070,4, false,0,0,7.568724114,0
John Doe,354,102305,1260757,26, false,0,0,12.32351302,0
John Doe,633,131414,323295,9, false,0.063,48859.02086,2.460126014,0.37179464
John Doe,662,222467,1233589,16, false,0,0,5.545042636,0
John Doe,561,147979,1068358,17, false,0,0,7.219659546,0
John Doe,362,23036,1031159,1, false,0,0,44.76293627,0
John Doe,491,278100,1047496,13, false,0,0,3.766616325,0
John Doe,792,289798,1535613,12, false,0,0,5.298908205,0
John Doe,797,119052,918352,30, false,0.085,85269.33149,7.713872929,0.716236027
John Doe,393,220772,990641,20, false,0.08,100835.3372,4.487167757,0.456739701
John Doe,495,190735,504627,16, true,0.067,53077.30203,2.645696909,0.278277726
John Doe,555,271030,1717195,7, false,0,0,6.335811534,0
John Doe,568,267998,1143800,24, false,0,0,4.267942298,0
John Doe,825,86807,633887,22, false,0.08,61323.08333,7.30225673,0.706430165
John Doe,561,213794,1078805,19, false,0,0,5.046002226,0
John Doe,385,109858,7641,5, true,0.059,1794.18465,0.069553424,0.016331852
John Doe,794,183719,898502,16, false,0.067,92490.82344,4.890631889,0.503436354
John Doe,758,187520,293069,12, true,0.063,36063.67627,1.562867961,0.192319093
John Doe,693,42671,191419,18, false,0.08,20585.85212,4.485927211,0.482431912
John Doe,618,209188,1628205,3, false,0,0,7.783453162,0
John Doe,607,49939,732859,23, false,0.08,70510.75796,14.6750836,1.411937723
John Doe,677,52846,283728,17, false,0.067,28865.62686,5.368958862,0.546221603
John Doe,532,296465,1093067,17, false,0,0,3.687001838,0
John Doe,506,45419,1825645,15, false,0,0,40.19562298,0
John Doe,526,53701,1168523,29, false,0,0,21.75979963,0
John Doe,746,105424,129098,7, true,0.059,25024.49103,1.224559873,0.237369964
John Doe,598,99556,1153029,1, false,0,0,11.5817128,0
John Doe,400,15966,824023,16, false,0.067,85861.26934,51.61111111,5.377757068
John Doe,722,225525,452440,7, false,0.059,85787.61902,2.006163397,0.380390728
John Doe,534,298540,1880841,5, false,0,0,6.300130636,0
John Doe,546,197763,1297587,21, false,0,0,6.561323402,0
John Doe,450,284177,444188,12, true,0.063,53859.44267,1.563068088,0.189527804
John Doe,733,111584,1833967,8, false,0,0,16.43575244,0
John Doe,818,76952,751500,14, false,0.067,85384.31454,9.765828049,1.109578887
John Doe,555,56673,492632,27, false,0.085,46608.17121,8.692534364,0.822405223
John Doe,761,27097,56419,1, false,0.055,227747.8499,2.082112411,8.404910136
John Doe,579,32843,1921658,3, false,0,0,58.5104284,0
John Doe,345,186324,1408678,9, false,0,0,7.560367961,0
John Doe,651,252093,1847650,13, false,0,0,7.329239606,0
John Doe,846,148480,385200,20, true,0.08,38930.63674,2.594288793,0.262194482
John Doe,847,231328,326670,12, true,0.063,40814.45866,1.412150712,0.176435445
John Doe,538,134247,1353261,7, false,0,0,10.08038168,0
John Doe,510,65653,37315,4, true,0.055,10611.94279,0.568367021,0.16163683
John Doe,679,92003,1476134,22, false,0,0,16.0444116,0
John Doe,301,139522,887673,20, false,0.08,89249.75419,6.362243947,0.639682302
John Doe,810,48678,1813749,26, false,0,0,37.26013805,0
John Doe,544,42197,1293553,21, false,0,0,30.65509396,0
John Doe,694,177800,1863498,9, false,0,0,10.48086614,0
John Doe,631,235353,297491,28, true,0.085,28123.41415,1.264020429,0.119494607
John Doe,361,88136,1536023,7, false,0,0,17.42787283,0
John Doe,428,249909,1215099,2, false,0,0,4.862165828,0
John Doe,846,189283,1642982,12, false,0,0,8.680029374,0
John Doe,587,162339,914637,1, false,0.055,942113.9896,5.634117495,5.803374356
John Doe,303,232113,1732663,25, false,0,0,7.464739157,0
John Doe,717,8996,73173,24, false,0.08,6899.192616,8.133948422,0.76691781
John Doe,479,156612,757638,22, false,0.08,73924.12211,4.837675274,0.472020804
John Doe,527,202152,943261,4, false,0.055,325244.5482,4.666097788,1.60891086
John Doe,626,119911,1278159,29, false,0,0,10.6592306,0
John Doe,533,220308,161096,15, true,0.067,17515.80564,0.731230822,0.07950599
John Doe,713,118255,1346124,22, false,0,0,11.38323115,0
John Doe,309,185212,1002941,25, false,0,0,5.415097294,0
John Doe,770,11458,1996163,25, false,0,0,174.2156572,0
John Doe,656,131392,1042251,5, false,0,0,7.932377923,0
John Doe,563,192757,1480792,6, false,0,0,7.682169779,0
John Doe,352,13896,1385126,4, false,0,0,99.67803685,0
John Doe,578,14706,582174,7, false,0.059,106929.1403,39.5875153,7.271123369
John Doe,664,24286,294975,2, false,0.055,261613.0476,12.14588652,10.77217523
John Doe,504,159149,1039226,30, false,0,0,6.52989337,0
John Doe,395,152521,1005944,30, false,0,0,6.595445873,0
John Doe,478,160776,339810,3, false,0.055,137293.1513,2.113561726,0.853940584
John Doe,301,296743,1534590,11, false,0,0,5.171444651,0
John Doe,670,26357,806342,12, false,0.063,96839.10499,30.59308723,3.674132298
John Doe,567,8472,1215460,22, false,0,0,143.4678942,0
John Doe,399,110298,481108,26, false,0.085,46017.89075,4.361892328,0.41721419
John Doe,336,136603,111929,24, true,0.08,10630.55364,0.819374391,0.077820792
John Doe,634,169527,1195153,12, false,0,0,7.04992715,0
John Doe,386,89725,1211378,29, false,0,0,13.50100864,0
John Doe,604,142258,1251031,22, false,0,0,8.794099453,0
